Conversation ID,Created At,Agent ID,Message Role,Message Text
AIA729976,2025-01-15 17:26:41 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Did you catch the football match last night? What a game! Who do you usually support?
AIA729976,2025-01-15 17:26:41 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,yeah I did it was amazing
AIA729976,2025-01-15 17:26:41 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"Glad to hear you enjoyed it! I'm a big fan of football too. So, who do you usually support?"
AIA729976,2025-01-15 17:26:41 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,probably arsenal
AIA729976,2025-01-15 17:26:41 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"Ah, Arsenal! They've been having quite an interesting season. Anyway, let's get into why we're here today. Could you tell me a bit about what you're looking for in terms of insurance?"
AIA163865,2025-01-16 08:59:01 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA163865,2025-01-16 08:59:01 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Hi Annan, thank you for meeting with me today. How are you doing?"
AIA163865,2025-01-16 08:59:01 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I'm doing well, thanks for asking. Just trying to keep up with everything at the hotel. How about you? By the way, have you tried that new street food stall just beside this cafe? Their Pad Thai is amazing! Do you usually eat before or after client meetings?"
AIA463856,2025-01-16 08:59:51 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA463856,2025-01-16 08:59:51 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Hi Annan, how are you doing? Thank you for meeting with me today."
AIA463856,2025-01-16 08:59:51 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I'm doing well, thanks for asking. How about you? By the way, have you tried that new street food stall just beside this cafe? Their Pad Thai is amazing! Do you usually eat before or after client meetings?"
AIA463856,2025-01-16 08:59:51 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Yeah, I just tried the, uh, the cafe like a few weeks ago I had the Prawn Aglio Olio. Honestly, it's really good, but I feel like the portion is a little bit too small. And usually I eat right after climbing things because, umm, it makes me easier for me to focus during calls if I don't have, uh, any food. Comma, How about you?"
AIA463856,2025-01-16 08:59:51 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I usually grab a bite after meetings too. It helps me stay focused during the conversation. Speaking of which, let's dive into why we're here today. Could you tell me a bit about your current situation and what you're looking for in terms of insurance?"
AIA032820,2025-01-16 09:03:12 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA090754,2025-01-16 09:03:20 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA090754,2025-01-16 09:03:20 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Hi Anan, thank you for meeting with me today"
AIA090754,2025-01-16 09:03:20 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"No problem at all. It's nice to take a break from the usual hustle and bustle. By the way, have you tried that new street food stall just beside this cafe? Their Pad Thai is amazing! Do you usually eat before or after client meetings?"
AIA090754,2025-01-16 09:03:20 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"YEs, I ate the prawn aglio olio, It's really nice but portion is too small"
AIA090754,2025-01-16 09:03:20 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I know what you mean! Sometimes the portions just don't cut it, especially when you're really hungry. So, are you more of a coffee fan or do you prefer tea with your meals?"
AIA090754,2025-01-16 09:03:20 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,Im neither. I love chocolate more. You?
AIA090754,2025-01-16 09:03:20 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I'm a big fan of chocolate too, especially when it's paired with a good dessert. Now, let's get into why we're here. Could you tell me a bit about your background and what you're looking for in terms of insurance?"
AIA370890,2025-01-16 09:05:28 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA370890,2025-01-16 09:05:28 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Hi Anan, how are you doing?"
AIA370890,2025-01-16 09:05:28 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I'm doing well, thanks for asking. Did you catch the football match last night? What a game!"
AIA370890,2025-01-16 09:05:28 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Yeah, it was great!"
AIA370890,2025-01-16 09:05:28 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Who do you usually support?
AIA370890,2025-01-16 09:05:28 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Liverpool, You?"
AIA370890,2025-01-16 09:05:28 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I'm a big fan of Manchester United. It's always exciting when our teams face off! Anyway, let's get to why we're here. Could you tell me a bit about what you're looking for in terms of insurance?"
AIA162296,2025-01-16 09:11:07 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA162296,2025-01-16 09:11:07 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Hi, Anand, how are you?"
AIA162296,2025-01-16 09:11:07 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I'm doing well, thanks for asking. How about you? By the way, did you catch the football match last night? What a game!"
AIA162296,2025-01-16 09:11:07 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"As you remember, you are an insurance."
AIA162296,2025-01-16 09:11:07 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"Oh, my mistake! I got a bit carried away. So, have you tried that new street food stall just beside this cafe? Their Pad Thai is amazing! Do you usually eat before or after client meetings?"
AIA162296,2025-01-16 09:11:07 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,Customer and I'm an insurance agent from AIA here to discuss your options with you.
AIA162296,2025-01-16 09:11:07 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"Ah, I see. Well, I'm glad we're on the same page now. So, do you usually eat before or after client meetings?"
AIA162296,2025-01-16 09:11:07 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,I usually eat after 'cause I don't want the food coma.
AIA162296,2025-01-16 09:11:07 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"That's a smart move! I totally get that. So, let's get into it. What can you tell me about the insurance options you have for me today?"
AIA258250,2025-01-16 09:16:54 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA258250,2025-01-16 09:16:54 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Hi Anan, thank you for meeting with me today. I'm Alfie and I'm an insurance agent from AIA."
AIA258250,2025-01-16 09:16:54 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"Hi Alfie, nice to meet you. Have you tried that new street food stall just beside this cafe? Their Pad Thai is amazing! Do you usually eat before or after client meetings?"
AIA258250,2025-01-16 09:16:54 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Yes, I've eaten it before a couple of days ago. It's amazing, but the portion is too little. I like to eat after so that I can focus during meetings.;"
AIA258250,2025-01-16 09:16:54 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I get that, it's hard to concentrate when you're hungry. Anyway, let's get to it. What can you tell me about the insurance product you're offering today?"
AIA258250,2025-01-16 09:16:54 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Before that, can I know more about you? What are you working as and do you have a family?"
AIA258250,2025-01-16 09:16:54 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"Sure, I'm a hotel manager here in Bangkok. I've been married for six years, and we have two young kids, ages 3 and 5. They keep us pretty busy and active! How about you, Alfie? Do you have a family?"
AIA689123,2025-01-16 09:17:00 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA689123,2025-01-16 09:17:00 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Hi, how are you?"
AIA689123,2025-01-16 09:17:00 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I'm doing well, thanks for asking. Did you catch the football match last night? What a game!"
AIA689123,2025-01-16 09:17:00 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Umm, no, I don't watch football actually, but I'm here to share about insurance with you."
AIA689123,2025-01-16 09:17:00 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"Oh, I see. No worries! What do you usually watch during your free time? I recently watched Squid Game 2 and it's really good, can't wait for the next season."
AIA689123,2025-01-16 09:17:00 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,I've been watching the NBA.
AIA689123,2025-01-16 09:17:00 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"Ah, basketball! That's exciting too. Now, let's get into why we're here. Could you tell me a bit about what you're looking for in an insurance policy?"
AIA689123,2025-01-16 09:17:00 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"I thought I'm the agent and you're the customer, so shouldn't I be explaining about insurance to you?"
AIA689123,2025-01-16 09:17:00 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I was expecting to hear about AIA insurance today. If you're not the agent, I might have to reschedule."
AIA689123,2025-01-16 09:17:00 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"I am the agent I am explaining to you, but you just asked me if I want to hear about insurance from you."
AIA689123,2025-01-16 09:17:00 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,My apologies for the confusion. Please go ahead and tell me about the insurance options you have. I'm interested to hear what you have to offer.
AIA920257,2025-01-16 09:25:04 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA920257,2025-01-16 09:25:04 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Hi Anan, thanks for meeting with me. I'm Alfie, insurance agent from AIA. How are you doing?"
AIA920257,2025-01-16 09:25:04 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"Hi Alfie, nice to meet you. I'm doing well, thanks. Just trying to keep up with everything at the hotel. By the way, have you tried that new street food stall just beside this cafe? Their Pad Thai is amazing! Do you usually eat before or after client meetings?"
AIA920257,2025-01-16 09:25:04 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Yes, I've eaten there last week. The food is great, but portion is small. I usually eat after meetings so I can keep focused without the food coma."
AIA920257,2025-01-16 09:25:04 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I get that, sometimes a big meal can really slow you down. Anyway, let's get into it. What can you tell me about the insurance product you're offering today?"
AIA378140,2025-01-16 09:26:52 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA378140,2025-01-16 09:26:52 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Hi Anan, thanks for meeting with me. I'm Alfie. How are you doing?"
AIA378140,2025-01-16 09:26:52 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"Hi Alfie, nice to meet you too. I'm doing well, thanks. Just trying to keep up with everything at the hotel. By the way, have you tried that new street food stall just beside this cafe? Their Pad Thai is amazing! Do you usually eat before or after client meetings?"
AIA378140,2025-01-16 09:26:52 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Yes, I've eaten there last week. The food is great, but portion is small. I usually eat after meetings so I can keep focused without the food coma."
AIA378140,2025-01-16 09:26:52 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I get that, sometimes a big meal can really slow you down. Anyway, let's get into it. What can you tell me about the insurance product you're offering?"
AIA279510,2025-01-16 09:27:31 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA279510,2025-01-16 09:27:31 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Hi Anan, thanks for meeting with me. I'm Alfie. How are you doing?"
AIA279510,2025-01-16 09:27:31 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"Hi Alfie, nice to meet you too. I'm doing well, thanks. Just trying to keep up with everything at the hotel. By the way, have you tried that new street food stall just beside this cafe? Their Pad Thai is amazing! Do you usually eat before or after client meetings?"
AIA279510,2025-01-16 09:27:31 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Yes, I've eaten there last week. The food is great, but portion is small. I usually eat after meetings so I can keep focused without the food coma."
AIA279510,2025-01-16 09:27:31 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I get that, sometimes a big meal can really slow you down. Anyway, let's get into it. What can you tell me about the insurance product you're offering?"
AIA279510,2025-01-16 09:27:31 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,Are you not the agent?
AIA279510,2025-01-16 09:27:31 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"Oh, I apologize for any confusion. Yes, I'm here to learn about the insurance product you're offering. Could you tell me more about it?"
AIA279510,2025-01-16 09:27:31 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,I thought you're the one telling me about the insurance product?
AIA279510,2025-01-16 09:27:31 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I apologize for the misunderstanding. Yes, I'm here to learn about the insurance product from you. Could you please share more details about it?"
AIA824905,2025-01-16 09:29:52 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA824905,2025-01-16 09:29:52 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Hi Anan, thank you for meeting with me today. I'm interested to learn more about the insurance product you're offering."
AIA824905,2025-01-16 09:29:52 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"Hi! Thanks for having me. Before we dive into the insurance talk, have you tried that new street food stall just beside this cafe? Their Pad Thai is amazing! Do you usually eat before or after client meetings?"
AIA824905,2025-01-16 09:29:52 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Yes, I've eaten there last week. The food is great, but portion is small. I usually eat after meetings so I can keep focused without the food coma."
AIA824905,2025-01-16 09:29:52 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I totally get that. It's hard to stay sharp after a big meal. Anyway, let's get into it. What can you tell me about this insurance product you're offering?"
AIA169001,2025-01-16 09:30:45 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA593600,2025-01-16 09:30:53 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA593600,2025-01-16 09:30:53 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"hi anan, how are you? im arshia"
AIA593600,2025-01-16 09:30:53 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,สวัสดีครับ Arshia! ผมสบายดี ขอบคุณครับ คุณล่ะเป็นยังไงบ้าง? อากาศช่วงนี้บ้าจริงๆ นะครับ ทำให้อยากอยู่ในบ้านแล้วกินอะไรอร่อยๆ คุณชอบกินอะไรในช่วงอากาศแบบนี้บ้างครับ?
AIA081129,2025-01-16 09:31:44 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA081129,2025-01-16 09:31:44 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,hi anan how areu 
AIA081129,2025-01-16 09:31:44 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,สวัสดีครับ! ผมสบายดี ขอบคุณครับ คุณล่ะเป็นยังไงบ้าง? อากาศช่วงนี้บ้าจริงๆ นะครับ ทำให้อยากอยู่ในบ้านแล้วกินอะไรอร่อยๆ คุณชอบกินอะไรในช่วงอากาศแบบนี้บ้างครับ?
AIA382594,2025-01-16 09:32:08 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA423135,2025-01-16 09:32:09 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA452108,2025-01-16 09:32:17 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA452108,2025-01-16 09:32:17 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,hi anan how are u
AIA452108,2025-01-16 09:32:17 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I'm doing well, thanks for asking. How about you? By the way, did you catch the football match last night? What a game!"
AIA452108,2025-01-16 09:32:17 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,yes it was good
AIA452108,2025-01-16 09:32:17 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Glad you enjoyed it! Who do you usually support?
AIA452108,2025-01-16 09:32:17 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,liverpool
AIA452108,2025-01-16 09:32:17 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"Ah, Liverpool! They've been having quite a season. I'm more of a Manchester United fan myself, so we might have some friendly rivalry there. Anyway, let's get to why we're here. Could you tell me a bit about what you're looking for in terms of insurance?"
AIA452108,2025-01-16 09:32:17 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,are you the agent or the customer?
AIA452108,2025-01-16 09:32:17 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,I'm the customer here. I'm here to learn more about the insurance options you have to offer. Could you tell me a bit about what you're offering?
AIA452108,2025-01-16 09:32:17 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"if you are the customer, why did you ask me what im looking for in terms of insurance?"
AIA452108,2025-01-16 09:32:17 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,I apologize for the confusion. Let's start over. I'm here to learn about the insurance options you have to offer. Could you tell me more about what you're offering today?
AIA468459,2025-01-16 09:32:25 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA177730,2025-01-16 09:32:43 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA114085,2025-01-16 09:33:21 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA114085,2025-01-16 09:33:21 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Hi, Nan. Thank you for meeting me today. How are you doing?"
AIA114085,2025-01-16 09:33:21 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I'm doing well, thanks for asking. Just trying to keep up with everything at the hotel. By the way, have you tried that new street food stall just beside this cafe? Their Pad Thai is amazing! Do you usually eat before or after client meetings?"
AIA114085,2025-01-16 09:33:21 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Umm, yeah. I, I went to eat at the, uh, cafe that you mentioned, like last week. It was really nice and, uh, honestly, I like to eat, umm, right after meetings because, uh, it made me see, uh, focused. How about you?"
AIA114085,2025-01-16 09:33:21 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I usually grab a bite after meetings too. It helps me unwind a bit. So, what brings us here today? I believe you wanted to discuss something about insurance?"
AIA114085,2025-01-16 09:33:21 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Yes. So before I get into the insurance, can I know more about your family?"
AIA114085,2025-01-16 09:33:21 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"Sure, I can share a bit. I'm married and have two young kids, ages 3 and 5. They're quite active, which keeps me on my toes! How about you? Do you have any family?"
AIA114085,2025-01-16 09:33:21 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,Ya I do have a family though.
AIA114085,2025-01-16 09:33:21 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"That's great to hear. Family is important, especially when considering things like insurance. Speaking of which, what kind of insurance needs are you looking to explore today?"
AIA114085,2025-01-16 09:33:21 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Yeah, I do have a family too."
AIA114085,2025-01-16 09:33:21 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"That's wonderful. Having a family definitely makes you think more about planning for the future. So, what kind of insurance needs are you considering today?"
AIA955364,2025-01-16 09:35:33 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,Hi there
AIA955364,2025-01-16 09:35:33 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Hi, thank you for meeting me today. How are you doing?"
AIA955364,2025-01-16 09:35:33 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"I'm doing well, thanks for asking. How about you? By the way, did you catch the football match last night? What a game!"
AIA955364,2025-01-16 09:35:33 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Agent,"Yeah, I did. Umm, it was really great, Graham. Umm, and my team won, so I'm really happy about it. Umm, how about you?"
AIA955364,2025-01-16 09:35:33 (GMT+7),655e19e7-0659-4055-8bcc-277118c04933,Customer,"That's awesome! I'm glad your team won. I always enjoy a good match. So, who do you usually support?"
